year,set,subject,marks,source_url
2018,1,Algorithms,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Theory of Computation,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Compiler Design,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Operating System,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Databases,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Computer Networks,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Quantitative Aptitude,13,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,Verbal Aptitude,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2018,1,IS & Software Engg.,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Probability,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Linear Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Mathematical Logic,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Set Theory & Algebra,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Combinatory,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Graph Theory,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Digital Logic,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,CO & Architecture,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Programming,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Data Structures,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Algorithms,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Theory of Computation,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Compiler Design,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Operating System,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Databases,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Computer Networks,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Quantitative Aptitude,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2019,1,Verbal Aptitude,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Probability,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Linear Algebra,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Mathematical Logic,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Set Theory & Algebra,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Combinatory,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Graph Theory,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Digital Logic,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,CO & Architecture,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Programming,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Data Structures,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Algorithms,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Theory of Computation,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Compiler Design,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Operating System,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Databases,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Computer Networks,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Quantitative Aptitude,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Verbal Aptitude,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2020,1,Analytical Aptitude,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Probability,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Linear Algebra,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Mathematical Logic,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Set Theory & Algebra,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Combinatory,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Graph Theory,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Digital Logic,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,CO & Architecture,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Programming,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Data Structures,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Algorithms,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Theory of Computation,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Compiler Design,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Operating System,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Databases,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Computer Networks,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Quantitative Aptitude,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Verbal Aptitude,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Analytical Aptitude,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,1,Spatial Aptitude,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Probability,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Linear Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Mathematical Logic,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Set Theory & Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Combinatory,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Graph Theory,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Digital Logic,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,CO & Architecture,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Programming,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Data Structures,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Algorithms,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Theory of Computation,11,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Compiler Design,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Operating System,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Databases,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Computer Networks,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Quantitative Aptitude,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Verbal Aptitude,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Analytical Aptitude,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2021,2,Spatial Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Probability,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Linear Algebra,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Mathematical Logic,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Set Theory & Algebra,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Combinatory,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Graph Theory,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Digital Logic,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,CO & Architecture,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Programming,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Data Structures,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Algorithms,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Theory of Computation,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Compiler Design,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Operating System,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Databases,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Computer Networks,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Quantitative Aptitude,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Verbal Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Analytical Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2022,1,Spatial Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Probability,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Linear Algebra,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Calculus,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Mathematical Logic,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Set Theory & Algebra,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Combinatory,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Graph Theory,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Digital Logic,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,CO & Architecture,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Programming,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Data Structures,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Algorithms,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Theory of Computation,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Compiler Design,7,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Operating System,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Databases,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Computer Networks,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Quantitative Aptitude,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Verbal Aptitude,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Analytical Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2023,1,Spatial Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Probability,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Linear Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Mathematical Logic,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Set Theory & Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Combinatory,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Graph Theory,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Digital Logic,6,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,CO & Architecture,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Programming,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Data Structures,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Algorithms,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Theory of Computation,5,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Compiler Design,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Operating System,10,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Databases,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Computer Networks,9,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Quantitative Aptitude,8,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Verbal Aptitude,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Analytical Aptitude,0,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,1,Spatial Aptitude,4,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,2,Probability,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,2,Linear Algebra,2,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,2,Calculus,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,2,Mathematical Logic,1,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
2024,2,Set Theory & Algebra,3,https://docs.google.com/spreadsheets/d/1ELvXc5h1iMOv31KZ4m6UQQZq3J8g-nVhZNlTP9Vpiuc/edit?gid=935355893
